# ja/nein/Enthaltung/ungueltig/nichtabgegeben: votes cast in each category across all Abstimmungen in range
# total_votes: sum of the above
# ratio_*: category / total_votes (weighted per vote, so a day with many bundled votes counts more)
# days_present/days_total/days_absent: sitting days attended/total/missed
#   (a day counts as attended if the member cast a real vote on at least one Abstimmung that day)
# ratio_days_present/ratio_days_absent: days_present/days_absent divided by days_total (weighted per day, not per vote)
Fraktion/Gruppe;Vorname;Name;ja;nein;Enthaltung;ungültig;nichtabgegeben;total_votes;ratio_ja;ratio_nein;ratio_Enthaltung;ratio_ungültig;ratio_nichtabgegeben;days_present;days_total;days_absent;ratio_days_present;ratio_days_absent;slug
SPD;Falko;Mohrs;161;81;0;0;2;244;0.6598360655737705;0.3319672131147541;0.0;0.0;0.00819672131147541;101;101;0;1.0;0.0;falko-mohrs
SPD;Carsten;Träger;162;80;0;0;2;244;0.6639344262295082;0.32786885245901637;0.0;0.0;0.00819672131147541;99;101;2;0.9801980198019802;0.019801980198019802;carsten-trager
CDU/CSU;Matthias;Hauer;163;79;0;0;2;244;0.6680327868852459;0.3237704918032787;0.0;0.0;0.00819672131147541;100;101;1;0.9900990099009901;0.009900990099009901;matthias-hauer
CDU/CSU;Stefan;Rouenhoff;162;80;0;0;2;244;0.6639344262295082;0.32786885245901637;0.0;0.0;0.00819672131147541;101;101;0;1.0;0.0;stefan-rouenhoff
CDU/CSU;Eckhard;Pols;162;80;0;0;2;244;0.6639344262295082;0.32786885245901637;0.0;0.0;0.00819672131147541;100;101;1;0.9900990099009901;0.009900990099009901;eckhard-pols
CDU/CSU;Alexander;Throm;161;81;0;0;2;244;0.6598360655737705;0.3319672131147541;0.0;0.0;0.00819672131147541;100;101;1;0.9900990099009901;0.009900990099009901;alexander-throm
CDU/CSU;Thomas;Silberhorn;165;77;0;0;2;244;0.6762295081967213;0.3155737704918033;0.0;0.0;0.00819672131147541;99;101;2;0.9801980198019802;0.019801980198019802;thomas-silberhorn
CDU/CSU;Matthias;Zimmer;162;79;1;0;2;244;0.6639344262295082;0.3237704918032787;0.004098360655737705;0.0;0.00819672131147541;100;101;1;0.9900990099009901;0.009900990099009901;matthias-zimmer
CDU/CSU;Carsten;Müller (Braunschweig);163;79;0;0;2;244;0.6680327868852459;0.3237704918032787;0.0;0.0;0.00819672131147541;100;101;1;0.9900990099009901;0.009900990099009901;carsten-muller-braunschweig
BÜ90/GR;Janosch;Dahmen;23;21;12;0;3;59;0.3898305084745763;0.3559322033898305;0.2033898305084746;0.0;0.05084745762711865;25;28;3;0.8928571428571429;0.10714285714285714;janosch-dahmen
CDU/CSU;Sebastian;Brehm;162;79;0;0;3;244;0.6639344262295082;0.3237704918032787;0.0;0.0;0.012295081967213115;100;101;1;0.9900990099009901;0.009900990099009901;sebastian-brehm
CDU/CSU;Volkmar;Klein;161;79;1;0;3;244;0.6598360655737705;0.3237704918032787;0.004098360655737705;0.0;0.012295081967213115;101;101;0;1.0;0.0;volkmar-klein
CDU/CSU;Ursula;Groden-Kranich;161;79;1;0;3;244;0.6598360655737705;0.3237704918032787;0.004098360655737705;0.0;0.012295081967213115;99;101;2;0.9801980198019802;0.019801980198019802;ursula-groden-kranich
SPD;Lothar;Binding (Heidelberg);161;80;0;0;3;244;0.6598360655737705;0.32786885245901637;0.0;0.0;0.012295081967213115;100;101;1;0.9900990099009901;0.009900990099009901;lothar-binding-heidelberg
DIE LINKE.;Tobias;Pflüger;68;147;26;0;3;244;0.2786885245901639;0.6024590163934426;0.10655737704918032;0.0;0.012295081967213115;99;101;2;0.9801980198019802;0.019801980198019802;tobias-pfluger
CDU/CSU;Christian;Natterer;39;17;0;0;3;59;0.6610169491525424;0.288135593220339;0.0;0.0;0.05084745762711865;27;28;1;0.9642857142857143;0.03571428571428571;christian-natterer
SPD;Karamba;Diaby;161;80;0;0;3;244;0.6598360655737705;0.32786885245901637;0.0;0.0;0.012295081967213115;100;101;1;0.9900990099009901;0.009900990099009901;karamba-diaby
CDU/CSU;Florian;Oßner;165;76;0;0;3;244;0.6762295081967213;0.3114754098360656;0.0;0.0;0.012295081967213115;99;101;2;0.9801980198019802;0.019801980198019802;florian-ossner
CDU/CSU;Christoph;Vries;160;80;1;0;3;244;0.6557377049180327;0.32786885245901637;0.004098360655737705;0.0;0.012295081967213115;100;101;1;0.9900990099009901;0.009900990099009901;christoph-vries
AfD;Jochen;Haug;70;155;16;0;3;244;0.28688524590163933;0.6352459016393442;0.06557377049180328;0.0;0.012295081967213115;99;101;2;0.9801980198019802;0.019801980198019802;jochen-haug
SPD;Hiltrud;Lotze;35;16;0;0;3;54;0.6481481481481481;0.2962962962962963;0.0;0.0;0.05555555555555555;24;26;2;0.9230769230769231;0.07692307692307693;hiltrud-lotze
AfD;Jens;Maier;70;156;15;0;3;244;0.28688524590163933;0.639344262295082;0.06147540983606557;0.0;0.012295081967213115;100;101;1;0.9900990099009901;0.009900990099009901;jens-maier
SPD;Bela;Bach;63;25;0;0;3;91;0.6923076923076923;0.27472527472527475;0.0;0.0;0.03296703296703297;46;48;2;0.9583333333333334;0.041666666666666664;bela-bach
CDU/CSU;Patricia;Lips;159;81;1;0;3;244;0.6516393442622951;0.3319672131147541;0.004098360655737705;0.0;0.012295081967213115;98;101;3;0.9702970297029703;0.0297029702970297;patricia-lips
SPD;Eberhard;Brecht;81;40;0;0;3;124;0.6532258064516129;0.3225806451612903;0.0;0.0;0.024193548387096774;59;61;2;0.9672131147540983;0.03278688524590164;eberhard-brecht
CDU/CSU;Astrid;Mannes;162;78;0;0;4;244;0.6639344262295082;0.319672131147541;0.0;0.0;0.01639344262295082;99;101;2;0.9801980198019802;0.019801980198019802;astrid-mannes
CDU/CSU;Thomas;Erndl;162;78;0;0;4;244;0.6639344262295082;0.319672131147541;0.0;0.0;0.01639344262295082;101;101;0;1.0;0.0;thomas-erndl
BÜ90/GR;Tobias;Lindner;115;93;32;0;4;244;0.4713114754098361;0.38114754098360654;0.13114754098360656;0.0;0.01639344262295082;99;101;2;0.9801980198019802;0.019801980198019802;tobias-lindner
SPD;Esther;Dilcher;160;80;0;0;4;244;0.6557377049180327;0.32786885245901637;0.0;0.0;0.01639344262295082;98;101;3;0.9702970297029703;0.0297029702970297;esther-dilcher
FDP;Reginald;Hanke;35;43;30;0;4;112;0.3125;0.38392857142857145;0.26785714285714285;0.0;0.03571428571428571;54;57;3;0.9473684210526315;0.05263157894736842;reginald-hanke
BÜ90/GR;Kirsten;Kappert-Gonther;107;98;35;0;4;244;0.4385245901639344;0.4016393442622951;0.14344262295081966;0.0;0.01639344262295082;98;101;3;0.9702970297029703;0.0297029702970297;kirsten-kappert-gonther
CDU/CSU;Stephan;Albani;162;78;0;0;4;244;0.6639344262295082;0.319672131147541;0.0;0.0;0.01639344262295082;99;101;2;0.9801980198019802;0.019801980198019802;stephan-albani
SPD;Gabriele;Hiller-Ohm;143;92;5;0;4;244;0.5860655737704918;0.3770491803278688;0.020491803278688523;0.0;0.01639344262295082;98;101;3;0.9702970297029703;0.0297029702970297;gabriele-hiller-ohm
CDU/CSU;Johannes;Steiniger;163;77;0;0;4;244;0.6680327868852459;0.3155737704918033;0.0;0.0;0.01639344262295082;101;101;0;1.0;0.0;johannes-steiniger
CDU/CSU;Björn;Simon;158;81;1;0;4;244;0.6475409836065574;0.3319672131147541;0.004098360655737705;0.0;0.01639344262295082;101;101;0;1.0;0.0;bjorn-simon
FDP;Reinhard;Houben;131;85;24;0;4;244;0.5368852459016393;0.3483606557377049;0.09836065573770492;0.0;0.01639344262295082;98;101;3;0.9702970297029703;0.0297029702970297;reinhard-houben
CDU/CSU;Erwin;Rüddel;161;79;0;0;4;244;0.6598360655737705;0.3237704918032787;0.0;0.0;0.01639344262295082;101;101;0;1.0;0.0;erwin-ruddel
CDU/CSU;Karin;Maag;158;79;0;0;4;241;0.6556016597510373;0.3278008298755187;0.0;0.0;0.016597510373443983;96;99;3;0.9696969696969697;0.030303030303030304;karin-maag
SPD;Christine;Lambrecht;163;77;0;0;4;244;0.6680327868852459;0.3155737704918033;0.0;0.0;0.01639344262295082;100;101;1;0.9900990099009901;0.009900990099009901;christine-lambrecht
CDU/CSU;Alexander;Radwan;160;80;0;0;4;244;0.6557377049180327;0.32786885245901637;0.0;0.0;0.01639344262295082;98;101;3;0.9702970297029703;0.0297029702970297;alexander-radwan
FDP;Michael;Link (Heilbronn);21;6;1;0;4;32;0.65625;0.1875;0.03125;0.0;0.125;9;11;2;0.8181818181818182;0.18181818181818182;michael-link-heilbronn
BÜ90/GR;Stefan;Gelbhaar;107;101;32;0;4;244;0.4385245901639344;0.4139344262295082;0.13114754098360656;0.0;0.01639344262295082;99;101;2;0.9801980198019802;0.019801980198019802;stefan-gelbhaar
CDU/CSU;Ingo;Gädechens;161;79;0;0;4;244;0.6598360655737705;0.3237704918032787;0.0;0.0;0.01639344262295082;98;101;3;0.9702970297029703;0.0297029702970297;ingo-gadechens
BÜ90/GR;Margit;Stumpp;106;100;34;0;4;244;0.4344262295081967;0.4098360655737705;0.13934426229508196;0.0;0.01639344262295082;99;101;2;0.9801980198019802;0.019801980198019802;margit-stumpp
CDU/CSU;Paul;Lehrieder;160;80;0;0;4;244;0.6557377049180327;0.32786885245901637;0.0;0.0;0.01639344262295082;99;101;2;0.9801980198019802;0.019801980198019802;paul-lehrieder
SPD;Ulrike;Bahr;144;96;0;0;4;244;0.5901639344262295;0.39344262295081966;0.0;0.0;0.01639344262295082;99;101;2;0.9801980198019802;0.019801980198019802;ulrike-bahr
CDU/CSU;Andrea;Lindholz;161;78;1;0;4;244;0.6598360655737705;0.319672131147541;0.004098360655737705;0.0;0.01639344262295082;99;101;2;0.9801980198019802;0.019801980198019802;andrea-lindholz
CDU/CSU;Michael;Kießling;160;80;0;0;4;244;0.6557377049180327;0.32786885245901637;0.0;0.0;0.01639344262295082;98;101;3;0.9702970297029703;0.0297029702970297;michael-kiessling
FDP;Andrew;Ullmann;130;86;24;0;4;244;0.5327868852459017;0.3524590163934426;0.09836065573770492;0.0;0.01639344262295082;98;101;3;0.9702970297029703;0.0297029702970297;andrew-ullmann
SPD;Johannes;Fechner;161;79;0;0;4;244;0.6598360655737705;0.3237704918032787;0.0;0.0;0.01639344262295082;99;101;2;0.9801980198019802;0.019801980198019802;johannes-fechner
DIE LINKE.;Matthias W.;Birkwald;73;139;28;0;4;244;0.29918032786885246;0.569672131147541;0.11475409836065574;0.0;0.01639344262295082;99;101;2;0.9801980198019802;0.019801980198019802;matthias-w-birkwald
DIE LINKE.;Petra;Sitte;73;142;25;0;4;244;0.29918032786885246;0.5819672131147541;0.10245901639344263;0.0;0.01639344262295082;100;101;1;0.9900990099009901;0.009900990099009901;petra-sitte
SPD;Ulrich;Kelber;40;24;0;0;4;68;0.5882352941176471;0.35294117647058826;0.0;0.0;0.058823529411764705;22;23;1;0.9565217391304348;0.043478260869565216;ulrich-kelber
CDU/CSU;Petra;Nicolaisen;163;76;0;0;5;244;0.6680327868852459;0.3114754098360656;0.0;0.0;0.020491803278688523;100;101;1;0.9900990099009901;0.009900990099009901;petra-nicolaisen
CDU/CSU;Ralf;Brauksiepe;33;12;0;0;5;50;0.66;0.24;0.0;0.0;0.1;15;17;2;0.8823529411764706;0.11764705882352941;ralf-brauksiepe
SPD;Susanne;Mittag;160;79;0;0;5;244;0.6557377049180327;0.3237704918032787;0.0;0.0;0.020491803278688523;99;101;2;0.9801980198019802;0.019801980198019802;susanne-mittag
CDU/CSU;Enak;Ferlemann;162;77;0;0;5;244;0.6639344262295082;0.3155737704918033;0.0;0.0;0.020491803278688523;101;101;0;1.0;0.0;enak-ferlemann
BÜ90/GR;Markus;Tressel;113;92;34;0;5;244;0.46311475409836067;0.3770491803278688;0.13934426229508196;0.0;0.020491803278688523;97;101;4;0.9603960396039604;0.039603960396039604;markus-tressel
BÜ90/GR;Wolfgang;Strengmann-Kuhn;107;104;28;0;5;244;0.4385245901639344;0.4262295081967213;0.11475409836065574;0.0;0.020491803278688523;99;101;2;0.9801980198019802;0.019801980198019802;wolfgang-strengmann-kuhn
CDU/CSU;Reinhard;Brandl;161;78;0;0;5;244;0.6598360655737705;0.319672131147541;0.0;0.0;0.020491803278688523;99;101;2;0.9801980198019802;0.019801980198019802;reinhard-brandl
AfD;Birgit;Malsack-Winkemann;69;155;15;0;5;244;0.2827868852459016;0.6352459016393442;0.06147540983606557;0.0;0.020491803278688523;99;101;2;0.9801980198019802;0.019801980198019802;birgit-malsack-winkemann
CDU/CSU;Philipp;Amthor;159;80;0;0;5;244;0.6516393442622951;0.32786885245901637;0.0;0.0;0.020491803278688523;101;101;0;1.0;0.0;philipp-amthor
DIE LINKE.;Jessica;Tatti;69;142;28;0;5;244;0.2827868852459016;0.5819672131147541;0.11475409836065574;0.0;0.020491803278688523;98;101;3;0.9702970297029703;0.0297029702970297;jessica-tatti
SPD;Marianne;Schieder;161;78;0;0;5;244;0.6598360655737705;0.319672131147541;0.0;0.0;0.020491803278688523;98;101;3;0.9702970297029703;0.0297029702970297;marianne-schieder
SPD;Frank;Junge;159;80;0;0;5;244;0.6516393442622951;0.32786885245901637;0.0;0.0;0.020491803278688523;99;101;2;0.9801980198019802;0.019801980198019802;frank-junge
CDU/CSU;Astrid;Grotelüschen;158;79;2;0;5;244;0.6475409836065574;0.3237704918032787;0.00819672131147541;0.0;0.020491803278688523;99;101;2;0.9801980198019802;0.019801980198019802;astrid-groteluschen
CDU/CSU;Kai;Whittaker;159;80;0;0;5;244;0.6516393442622951;0.32786885245901637;0.0;0.0;0.020491803278688523;98;101;3;0.9702970297029703;0.0297029702970297;kai-whittaker
FDP;Matthias;Nölke;40;31;11;0;5;87;0.45977011494252873;0.3563218390804598;0.12643678160919541;0.0;0.05747126436781609;43;45;2;0.9555555555555556;0.044444444444444446;matthias-nolke
FDP;Marcus;Faber;129;86;24;0;5;244;0.5286885245901639;0.3524590163934426;0.09836065573770492;0.0;0.020491803278688523;99;101;2;0.9801980198019802;0.019801980198019802;marcus-faber
CDU/CSU;Ingmar;Jung;161;78;0;0;5;244;0.6598360655737705;0.319672131147541;0.0;0.0;0.020491803278688523;99;101;2;0.9801980198019802;0.019801980198019802;ingmar-jung
SPD;Nezahat;Baradari;113;56;2;0;5;176;0.6420454545454546;0.3181818181818182;0.011363636363636364;0.0;0.028409090909090908;76;78;2;0.9743589743589743;0.02564102564102564;nezahat-baradari
CDU/CSU;Marie-Luise;Dött;160;79;0;0;5;244;0.6557377049180327;0.3237704918032787;0.0;0.0;0.020491803278688523;100;101;1;0.9900990099009901;0.009900990099009901;marie-luise-dott
SPD;René;Röspel;141;98;0;0;5;244;0.5778688524590164;0.4016393442622951;0.0;0.0;0.020491803278688523;97;101;4;0.9603960396039604;0.039603960396039604;rene-rospel
DIE LINKE.;Victor;Perli;69;141;29;0;5;244;0.2827868852459016;0.5778688524590164;0.11885245901639344;0.0;0.020491803278688523;99;101;2;0.9801980198019802;0.019801980198019802;victor-perli
CDU/CSU;Mark;Hauptmann;132;68;0;0;5;205;0.6439024390243903;0.33170731707317075;0.0;0.0;0.024390243902439025;87;87;0;1.0;0.0;mark-hauptmann
DIE LINKE.;Doris;Achelwilm;67;142;30;0;5;244;0.27459016393442626;0.5819672131147541;0.12295081967213115;0.0;0.020491803278688523;99;101;2;0.9801980198019802;0.019801980198019802;doris-achelwilm
CDU/CSU;Volker;Ullrich;160;79;0;0;5;244;0.6557377049180327;0.3237704918032787;0.0;0.0;0.020491803278688523;99;101;2;0.9801980198019802;0.019801980198019802;volker-ullrich
CDU/CSU;Torsten;Schweiger;155;82;2;0;5;244;0.6352459016393442;0.3360655737704918;0.00819672131147541;0.0;0.020491803278688523;98;101;3;0.9702970297029703;0.0297029702970297;torsten-schweiger
CDU/CSU;Thorsten;Frei;160;79;0;0;5;244;0.6557377049180327;0.3237704918032787;0.0;0.0;0.020491803278688523;100;101;1;0.9900990099009901;0.009900990099009901;thorsten-frei
SPD;Mahmut;Özdemir (Duisburg);160;79;0;0;5;244;0.6557377049180327;0.3237704918032787;0.0;0.0;0.020491803278688523;99;101;2;0.9801980198019802;0.019801980198019802;mahmut-ozdemir-duisburg
CDU/CSU;Dieter;Stier;150;85;4;0;5;244;0.6147540983606558;0.3483606557377049;0.01639344262295082;0.0;0.020491803278688523;101;101;0;1.0;0.0;dieter-stier
CDU/CSU;Marc;Henrichmann;164;74;0;0;6;244;0.6721311475409836;0.30327868852459017;0.0;0.0;0.02459016393442623;100;101;1;0.9900990099009901;0.009900990099009901;marc-henrichmann
SPD;Svenja;Stadler;158;79;1;0;6;244;0.6475409836065574;0.3237704918032787;0.004098360655737705;0.0;0.02459016393442623;99;101;2;0.9801980198019802;0.019801980198019802;svenja-stadler
CDU/CSU;Ansgar;Heveling;162;76;0;0;6;244;0.6639344262295082;0.3114754098360656;0.0;0.0;0.02459016393442623;99;101;2;0.9801980198019802;0.019801980198019802;ansgar-heveling
CDU/CSU;Hermann-Josef;Tebroke;158;79;1;0;6;244;0.6475409836065574;0.3237704918032787;0.004098360655737705;0.0;0.02459016393442623;99;101;2;0.9801980198019802;0.019801980198019802;hermann-josef-tebroke
CDU/CSU;Armin;Schuster (Weil am Rhein);121;58;0;0;6;185;0.654054054054054;0.31351351351351353;0.0;0.0;0.032432432432432434;70;73;3;0.958904109589041;0.0410958904109589;armin-schuster-weil-am-rhein
CDU/CSU;Karl;Holmeier;163;75;0;0;6;244;0.6680327868852459;0.3073770491803279;0.0;0.0;0.02459016393442623;99;101;2;0.9801980198019802;0.019801980198019802;karl-holmeier
CDU/CSU;Maik;Beermann;157;79;2;0;6;244;0.6434426229508197;0.3237704918032787;0.00819672131147541;0.0;0.02459016393442623;99;101;2;0.9801980198019802;0.019801980198019802;maik-beermann
SPD;Doris;Barnett;160;78;0;0;6;244;0.6557377049180327;0.319672131147541;0.0;0.0;0.02459016393442623;99;101;2;0.9801980198019802;0.019801980198019802;doris-barnett
CDU/CSU;Henning;Otte;161;77;0;0;6;244;0.6598360655737705;0.3155737704918033;0.0;0.0;0.02459016393442623;97;101;4;0.9603960396039604;0.039603960396039604;henning-otte
DIE LINKE.;Friedrich;Straetmanns;70;139;29;0;6;244;0.28688524590163933;0.569672131147541;0.11885245901639344;0.0;0.02459016393442623;97;101;4;0.9603960396039604;0.039603960396039604;friedrich-straetmanns
SPD;Johannes;Kahrs;98;53;0;0;6;157;0.6242038216560509;0.3375796178343949;0.0;0.0;0.03821656050955414;52;56;4;0.9285714285714286;0.07142857142857142;johannes-kahrs
CDU/CSU;Michael;Meister;161;77;0;0;6;244;0.6598360655737705;0.3155737704918033;0.0;0.0;0.02459016393442623;99;101;2;0.9801980198019802;0.019801980198019802;michael-meister
FDP;Peter;Heidt;60;55;16;0;6;137;0.43795620437956206;0.40145985401459855;0.11678832116788321;0.0;0.043795620437956206;62;65;3;0.9538461538461539;0.046153846153846156;peter-heidt
CDU/CSU;Hans-Jürgen;Thies;158;79;1;0;6;244;0.6475409836065574;0.3237704918032787;0.004098360655737705;0.0;0.02459016393442623;98;101;3;0.9702970297029703;0.0297029702970297;hans-jurgen-thies
AfD;René;Springer;70;154;14;0;6;244;0.28688524590163933;0.6311475409836066;0.05737704918032787;0.0;0.02459016393442623;99;101;2;0.9801980198019802;0.019801980198019802;rene-springer
CDU/CSU;Heribert;Hirte;159;79;0;0;6;244;0.6516393442622951;0.3237704918032787;0.0;0.0;0.02459016393442623;98;101;3;0.9702970297029703;0.0297029702970297;heribert-hirte
CDU/CSU;Hermann;Färber;160;78;0;0;6;244;0.6557377049180327;0.319672131147541;0.0;0.0;0.02459016393442623;99;101;2;0.9801980198019802;0.019801980198019802;hermann-farber
FDP;Stefan;Ruppert;81;57;13;0;6;157;0.5159235668789809;0.3630573248407643;0.08280254777070063;0.0;0.03821656050955414;52;56;4;0.9285714285714286;0.07142857142857142;stefan-ruppert
CDU/CSU;Hans-Joachim;Fuchtel;158;80;0;0;6;244;0.6475409836065574;0.32786885245901637;0.0;0.0;0.02459016393442623;99;101;2;0.9801980198019802;0.019801980198019802;hans-joachim-fuchtel
AfD;Jürgen;Braun;71;154;13;0;6;244;0.29098360655737704;0.6311475409836066;0.05327868852459016;0.0;0.02459016393442623;99;101;2;0.9801980198019802;0.019801980198019802;jurgen-braun
CDU/CSU;Ralph;Brinkhaus;159;79;0;0;6;244;0.6516393442622951;0.3237704918032787;0.0;0.0;0.02459016393442623;100;101;1;0.9900990099009901;0.009900990099009901;ralph-brinkhaus
BÜ90/GR;Monika;Lazar;89;111;38;0;6;244;0.36475409836065575;0.45491803278688525;0.1557377049180328;0.0;0.02459016393442623;99;101;2;0.9801980198019802;0.019801980198019802;monika-lazar
CDU/CSU;Jan;Metzler;159;78;1;0;6;244;0.6516393442622951;0.319672131147541;0.004098360655737705;0.0;0.02459016393442623;98;101;3;0.9702970297029703;0.0297029702970297;jan-metzler
FDP;Markus;Herbrand;128;84;26;0;6;244;0.5245901639344263;0.3442622950819672;0.10655737704918032;0.0;0.02459016393442623;99;101;2;0.9801980198019802;0.019801980198019802;markus-herbrand
FDP;Konstantin;Kuhle;122;82;22;0;7;233;0.5236051502145923;0.351931330472103;0.0944206008583691;0.0;0.030042918454935622;96;98;2;0.9795918367346939;0.02040816326530612;konstantin-kuhle
AfD;Ulrike;Schielke-Ziesing;70;150;17;0;7;244;0.28688524590163933;0.6147540983606558;0.06967213114754098;0.0;0.028688524590163935;95;101;6;0.9405940594059405;0.0594059405940594;ulrike-schielke-ziesing
BÜ90/GR;Steffi;Lemke;106;95;36;0;7;244;0.4344262295081967;0.38934426229508196;0.14754098360655737;0.0;0.028688524590163935;99;101;2;0.9801980198019802;0.019801980198019802;steffi-lemke
FDP;Olaf;In der Beek;126;87;24;0;7;244;0.5163934426229508;0.35655737704918034;0.09836065573770492;0.0;0.028688524590163935;98;101;3;0.9702970297029703;0.0297029702970297;olaf-in-der-beek
AfD;Peter;Boehringer;66;151;20;0;7;244;0.27049180327868855;0.6188524590163934;0.08196721311475409;0.0;0.028688524590163935;99;101;2;0.9801980198019802;0.019801980198019802;peter-boehringer
SPD;Dirk;Heidenblut;152;83;2;0;7;244;0.6229508196721312;0.3401639344262295;0.00819672131147541;0.0;0.028688524590163935;97;101;4;0.9603960396039604;0.039603960396039604;dirk-heidenblut
AfD;Sebastian;Münzenmaier;71;155;11;0;7;244;0.29098360655737704;0.6352459016393442;0.045081967213114756;0.0;0.028688524590163935;98;101;3;0.9702970297029703;0.0297029702970297;sebastian-munzenmaier
SPD;Ulli;Nissen;157;79;1;0;7;244;0.6434426229508197;0.3237704918032787;0.004098360655737705;0.0;0.028688524590163935;97;101;4;0.9603960396039604;0.039603960396039604;ulli-nissen
CDU/CSU;Andreas;Steier;160;77;0;0;7;244;0.6557377049180327;0.3155737704918033;0.0;0.0;0.028688524590163935;97;101;4;0.9603960396039604;0.039603960396039604;andreas-steier
SPD;Timon;Gremmels;159;78;0;0;7;244;0.6516393442622951;0.319672131147541;0.0;0.0;0.028688524590163935;98;101;3;0.9702970297029703;0.0297029702970297;timon-gremmels
SPD;Thomas;Jurk;153;81;3;0;7;244;0.6270491803278688;0.3319672131147541;0.012295081967213115;0.0;0.028688524590163935;98;101;3;0.9702970297029703;0.0297029702970297;thomas-jurk
FDP;Grigorios;Aggelidis;129;86;22;0;7;244;0.5286885245901639;0.3524590163934426;0.09016393442622951;0.0;0.028688524590163935;99;101;2;0.9801980198019802;0.019801980198019802;grigorios-aggelidis
CDU/CSU;Christian;Stetten;155;82;0;0;7;244;0.6352459016393442;0.3360655737704918;0.0;0.0;0.028688524590163935;96;101;5;0.9504950495049505;0.04950495049504951;christian-stetten
CDU/CSU;Markus;Uhl;158;77;2;0;7;244;0.6475409836065574;0.3155737704918033;0.00819672131147541;0.0;0.028688524590163935;98;101;3;0.9702970297029703;0.0297029702970297;markus-uhl
CDU/CSU;Alois;Rainer;157;80;0;0;7;244;0.6434426229508197;0.32786885245901637;0.0;0.0;0.028688524590163935;96;101;5;0.9504950495049505;0.04950495049504951;alois-rainer
CDU/CSU;Martin;Patzelt;155;79;3;0;7;244;0.6352459016393442;0.3237704918032787;0.012295081967213115;0.0;0.028688524590163935;97;101;4;0.9603960396039604;0.039603960396039604;martin-patzelt
SPD;Dorothee;Martin;56;23;0;0;7;86;0.6511627906976745;0.26744186046511625;0.0;0.0;0.08139534883720931;39;44;5;0.8863636363636364;0.11363636363636363;dorothee-martin
CDU/CSU;Rüdiger;Kruse;157;78;2;0;7;244;0.6434426229508197;0.319672131147541;0.00819672131147541;0.0;0.028688524590163935;99;101;2;0.9801980198019802;0.019801980198019802;rudiger-kruse
CDU/CSU;Max;Straubinger;159;78;0;0;7;244;0.6516393442622951;0.319672131147541;0.0;0.0;0.028688524590163935;99;101;2;0.9801980198019802;0.019801980198019802;max-straubinger
SPD;Rainer;Spiering;161;76;0;0;7;244;0.6598360655737705;0.3114754098360656;0.0;0.0;0.028688524590163935;98;101;3;0.9702970297029703;0.0297029702970297;rainer-spiering
FDP;Hartmut;Ebbing;123;87;27;0;7;244;0.5040983606557377;0.35655737704918034;0.11065573770491803;0.0;0.028688524590163935;100;101;1;0.9900990099009901;0.009900990099009901;hartmut-ebbing
BÜ90/GR;Kai;Gehring;108;92;37;0;7;244;0.4426229508196721;0.3770491803278688;0.15163934426229508;0.0;0.028688524590163935;97;101;4;0.9603960396039604;0.039603960396039604;kai-gehring
CDU/CSU;Fritz;Güntzler;158;77;1;0;8;244;0.6475409836065574;0.3155737704918033;0.004098360655737705;0.0;0.03278688524590164;94;101;7;0.9306930693069307;0.06930693069306931;fritz-guntzler
CDU/CSU;Carsten;Körber;160;76;0;0;8;244;0.6557377049180327;0.3114754098360656;0.0;0.0;0.03278688524590164;97;101;4;0.9603960396039604;0.039603960396039604;carsten-korber
CDU/CSU;Elisabeth;Motschmann;159;77;0;0;8;244;0.6516393442622951;0.3155737704918033;0.0;0.0;0.03278688524590164;97;101;4;0.9603960396039604;0.039603960396039604;elisabeth-motschmann
CDU/CSU;Kerstin;Vieregge;157;79;0;0;8;244;0.6434426229508197;0.3237704918032787;0.0;0.0;0.03278688524590164;98;101;3;0.9702970297029703;0.0297029702970297;kerstin-vieregge
SPD;Sören;Bartol;155;81;0;0;8;244;0.6352459016393442;0.3319672131147541;0.0;0.0;0.03278688524590164;98;101;3;0.9702970297029703;0.0297029702970297;soren-bartol
SPD;Oliver;Kaczmarek;159;77;0;0;8;244;0.6516393442622951;0.3155737704918033;0.0;0.0;0.03278688524590164;97;101;4;0.9603960396039604;0.039603960396039604;oliver-kaczmarek
SPD;Nils;Schmid;160;76;0;0;8;244;0.6557377049180327;0.3114754098360656;0.0;0.0;0.03278688524590164;98;101;3;0.9702970297029703;0.0297029702970297;nils-schmid
SPD;Matthias;Miersch;160;76;0;0;8;244;0.6557377049180327;0.3114754098360656;0.0;0.0;0.03278688524590164;101;101;0;1.0;0.0;matthias-miersch
SPD;Claudia;Moll;158;78;0;0;8;244;0.6475409836065574;0.319672131147541;0.0;0.0;0.03278688524590164;97;101;4;0.9603960396039604;0.039603960396039604;claudia-moll
FDP;Stephan;Thomae;130;84;22;0;8;244;0.5327868852459017;0.3442622950819672;0.09016393442622951;0.0;0.03278688524590164;98;101;3;0.9702970297029703;0.0297029702970297;stephan-thomae
AfD;Stephan;Brandner;62;150;24;0;8;244;0.2540983606557377;0.6147540983606558;0.09836065573770492;0.0;0.03278688524590164;99;101;2;0.9801980198019802;0.019801980198019802;stephan-brandner
CDU/CSU;Jens;Lehmann;154;79;3;0;8;244;0.6311475409836066;0.3237704918032787;0.012295081967213115;0.0;0.03278688524590164;99;101;2;0.9801980198019802;0.019801980198019802;jens-lehmann
